Tool;Scenario;Model;RunIndex;Iteration;PhaseName;MetricName;MetricValue
Fulib;scale_assay;16;0;9;Update;Time;1374600
Fulib;scale_assay;16;0;9;Update;Memory;20971520
Fulib;scale_assay;16;0;10;Update;Time;739100
Fulib;scale_assay;16;0;10;Update;Memory;20971520
Fulib;scale_assay;16;0;11;Update;Time;198400
Fulib;scale_assay;16;0;11;Update;Memory;20971520
Fulib;scale_assay;16;0;12;Update;Time;885600
Fulib;scale_assay;16;0;12;Update;Memory;20971520
Fulib;scale_assay;16;0;13;Update;Time;902400
Fulib;scale_assay;16;0;13;Update;Memory;20971520
Fulib;scale_assay;16;0;14;Update;Time;240700
Fulib;scale_assay;16;0;14;Update;Memory;20971520
Fulib;scale_assay;16;0;15;Update;Time;773100
Fulib;scale_assay;16;0;15;Update;Memory;20971520
Fulib;scale_assay;16;0;16;Update;Time;789400
Fulib;scale_assay;16;0;16;Update;Memory;20971520
Fulib;scale_assay;16;0;17;Update;Time;793800
Fulib;scale_assay;16;0;17;Update;Memory;20971520
Fulib;scale_assay;16;0;18;Update;Time;827800
Fulib;scale_assay;16;0;18;Update;Memory;20971520
Fulib;scale_assay;16;0;19;Update;Time;249100
Fulib;scale_assay;16;0;19;Update;Memory;20971520
Fulib;scale_assay;16;0;20;Update;Time;771100
Fulib;scale_assay;16;0;20;Update;Memory;20971520
Fulib;scale_assay;32;0;0;Load;Time;3817900
Fulib;scale_assay;32;0;0;Load;Memory;14680064
Fulib;scale_assay;32;0;0;Initial;Time;3235100
Fulib;scale_assay;32;0;0;Initial;Memory;14680064
Fulib;scale_assay;32;0;1;Update;Time;1613800
Fulib;scale_assay;32;0;1;Update;Memory;31457280
Fulib;scale_assay;32;0;2;Update;Time;1561700
Fulib;scale_assay;32;0;2;Update;Memory;28311552
Fulib;scale_assay;32;0;3;Update;Time;688700
Fulib;scale_assay;32;0;3;Update;Memory;28311552
Fulib;scale_assay;32;0;4;Update;Time;1872000
Fulib;scale_assay;32;0;4;Update;Memory;31457280
Fulib;scale_assay;32;0;5;Update;Time;1599000
Fulib;scale_assay;32;0;5;Update;Memory;31457280
Fulib;scale_assay;32;0;6;Update;Time;398300
