Tool;Scenario;Model;RunIndex;Iteration;PhaseName;MetricName;MetricValue
Fulib;scale_assay;32;0;6;Update;Memory;31457280
Fulib;scale_assay;32;0;7;Update;Time;1485600
Fulib;scale_assay;32;0;7;Update;Memory;31457280
Fulib;scale_assay;32;0;8;Update;Time;1909000
Fulib;scale_assay;32;0;8;Update;Memory;31457280
Fulib;scale_assay;32;0;9;Update;Time;1614400
Fulib;scale_assay;32;0;9;Update;Memory;28311552
Fulib;scale_assay;32;0;10;Update;Time;1705700
Fulib;scale_assay;32;0;10;Update;Memory;31457280
Fulib;scale_assay;32;0;11;Update;Time;392500
Fulib;scale_assay;32;0;11;Update;Memory;28311552
Fulib;scale_assay;32;0;12;Update;Time;1647800
Fulib;scale_assay;32;0;12;Update;Memory;31457280
Fulib;scale_assay;32;0;13;Update;Time;1526400
Fulib;scale_assay;32;0;13;Update;Memory;31457280
Fulib;scale_assay;32;0;14;Update;Time;493200
Fulib;scale_assay;32;0;14;Update;Memory;28311552
Fulib;scale_assay;32;0;15;Update;Time;1575400
Fulib;scale_assay;32;0;15;Update;Memory;31457280
Fulib;scale_assay;32;0;16;Update;Time;1531200
Fulib;scale_assay;32;0;16;Update;Memory;28311552
Fulib;scale_assay;32;0;17;Update;Time;1731900
Fulib;scale_assay;32;0;17;Update;Memory;28311552
Fulib;scale_assay;32;0;18;Update;Time;1561600
Fulib;scale_assay;32;0;18;Update;Memory;28311552
Fulib;scale_assay;32;0;19;Update;Time;449800
Fulib;scale_assay;32;0;19;Update;Memory;31457280
Fulib;scale_assay;32;0;20;Update;Time;1528100
Fulib;scale_assay;32;0;20;Update;Memory;31457280
