Tool;Scenario;Model;RunIndex;Iteration;PhaseName;MetricName;MetricValue
Reference;scale_samples;1024;0;10;Update;Memory;91185152
Reference;scale_samples;1024;0;11;Update;Time;176500
Reference;scale_samples;1024;0;11;Update;Memory;88494080
Reference;scale_samples;1024;0;12;Update;Time;241400
Reference;scale_samples;1024;0;12;Update;Memory;89722880
Reference;scale_samples;1024;0;13;Update;Time;233900
Reference;scale_samples;1024;0;13;Update;Memory;89124864
Reference;scale_samples;1024;0;14;Update;Time;140900
Reference;scale_samples;1024;0;14;Update;Memory;88788992
Reference;scale_samples;1024;0;15;Update;Time;163200
Reference;scale_samples;1024;0;15;Update;Memory;88797184
Reference;scale_samples;1024;0;0;Initial;Elements;28679
Reference;scale_samples;1024;0;0;Initial;ActiveSamples;8192
Reference;scale_samples;1024;0;1;Update;Elements;28665
Reference;scale_samples;1024;0;1;Update;ActiveSamples;8185
Reference;scale_samples;1024;0;2;Update;Elements;28661
Reference;scale_samples;1024;0;2;Update;ActiveSamples;8183
Reference;scale_samples;1024;0;3;Update;Elements;28641
Reference;scale_samples;1024;0;3;Update;ActiveSamples;8173
Reference;scale_samples;1024;0;4;Update;Elements;28624
Reference;scale_samples;1024;0;4;Update;ActiveSamples;8164
Reference;scale_samples;1024;0;5;Update;Elements;28616
Reference;scale_samples;1024;0;5;Update;ActiveSamples;8160
Reference;scale_samples;1024;0;6;Update;Elements;28607
Reference;scale_samples;1024;0;6;Update;ActiveSamples;8154
Reference;scale_samples;1024;0;7;Update;Elements;28593
Reference;scale_samples;1024;0;7;Update;ActiveSamples;8142
Reference;scale_samples;1024;0;8;Update;Elements;28576
Reference;scale_samples;1024;0;8;Update;ActiveSamples;8129
Reference;scale_samples;1024;0;9;Update;Elements;28567
Reference;scale_samples;1024;0;9;Update;ActiveSamples;8121
Reference;scale_samples;1024;0;10;Update;Elements;28556
Reference;scale_samples;1024;0;10;Update;ActiveSamples;8110
Reference;scale_samples;1024;0;11;Update;Elements;28549
Reference;scale_samples;1024;0;11;Update;ActiveSamples;8102
Reference;scale_samples;1024;0;12;Update;Elements;28534
Reference;scale_samples;1024;0;12;Update;ActiveSamples;8089
Reference;scale_samples;1024;0;13;Update;Elements;28526
Reference;scale_samples;1024;0;13;Update;ActiveSamples;8080
Reference;scale_samples;1024;0;14;Update;Elements;28522
Reference;scale_samples;1024;0;14;Update;ActiveSamples;8074
Reference;scale_samples;1024;0;15;Update;Elements;28512
Reference;scale_samples;1024;0;15;Update;ActiveSamples;8062
Reference;test;minimal;0;0;Initialization;Time;249096000
Reference;test;minimal;0;0;Initialization;Memory;37920768
Reference;test;minimal;0;0;Load;Time;15403100
Reference;test;minimal;0;0;Load;Memory;38580224
Reference;test;minimal;0;0;Initial;Time;35550400
Reference;test;minimal;0;0;Initial;Memory;39182336
Reference;test;minimal;0;1;Update;Time;6469700
Reference;test;minimal;0;1;Update;Memory;39915520
Reference;test;minimal;0;2;Update;Time;313100
Reference;test;minimal;0;2;Update;Memory;39927808
Reference;test;minimal;0;3;Update;Time;230100
Reference;test;minimal;0;3;Update;Memory;39927808
Reference;test;minimal;0;4;Update;Time;38800
Reference;test;minimal;0;4;Update;Memory;39927808
Reference;test;minimal;0;5;Update;Time;66400
Reference;test;minimal;0;5;Update;Memory;39927808
Reference;test;minimal;0;6;Update;Time;53200
Reference;test;minimal;0;6;Update;Memory;39927808
Reference;test;minimal;0;7;Update;Time;67400
Reference;test;minimal;0;7;Update;Memory;39927808
Reference;test;minimal;0;8;Update;Time;40800
Reference;test;minimal;0;8;Update;Memory;40050688
Reference;test;minimal;0;0;Initial;Elements;52
Reference;test;minimal;0;0;Initial;ActiveSamples;12
Reference;test;minimal;0;1;Update;Elements;50
Reference;test;minimal;0;1;Update;ActiveSamples;11
Reference;test;minimal;0;2;Update;Elements;50
Reference;test;minimal;0;2;Update;ActiveSamples;11
Reference;test;minimal;0;3;Update;Elements;50
Reference;test;minimal;0;3;Update;ActiveSamples;11
Reference;test;minimal;0;4;Update;Elements;50
Reference;test;minimal;0;4;Update;ActiveSamples;11
Reference;test;minimal;0;5;Update;Elements;50
Reference;test;minimal;0;5;Update;ActiveSamples;11
Reference;test;minimal;0;6;Update;Elements;50
Reference;test;minimal;0;6;Update;ActiveSamples;11
Reference;test;minimal;0;7;Update;Elements;50
Reference;test;minimal;0;7;Update;ActiveSamples;10
Reference;test;minimal;0;8;Update;Elements;50
Reference;test;minimal;0;8;Update;ActiveSamples;10
Reference;scale_assay;1;0;0;Initialization;Time;246029600
Reference;scale_assay;1;0;0;Initialization;Memory;38060032
Reference;scale_assay;1;0;0;Load;Time;18837500
Reference;scale_assay;1;0;0;Load;Memory;38682624
Reference;scale_assay;1;0;0;Initial;Time;39251600
Reference;scale_assay;1;0;0;Initial;Memory;39292928
Reference;scale_assay;1;0;1;Update;Time;7426700
Reference;scale_assay;1;0;1;Update;Memory;40706048
Reference;scale_assay;1;0;2;Update;Time;321300
Reference;scale_assay;1;0;2;Update;Memory;41332736
Reference;scale_assay;1;0;3;Update;Time;259400
Reference;scale_assay;1;0;3;Update;Memory;41938944
Reference;scale_assay;1;0;4;Update;Time;85500
Reference;scale_assay;1;0;4;Update;Memory;42586112
Reference;scale_assay;1;0;5;Update;Time;48200
Reference;scale_assay;1;0;5;Update;Memory;43200512
Reference;scale_assay;1;0;6;Update;Time;75400
Reference;scale_assay;1;0;6;Update;Memory;43352064
Reference;scale_assay;1;0;7;Update;Time;55300
Reference;scale_assay;1;0;7;Update;Memory;43352064
Reference;scale_assay;1;0;8;Update;Time;37700
Reference;scale_assay;1;0;8;Update;Memory;43352064
Reference;scale_assay;1;0;9;Update;Time;29800
Reference;scale_assay;1;0;9;Update;Memory;43352064
Reference;scale_assay;1;0;0;Initial;Elements;339
Reference;scale_assay;1;0;0;Initial;ActiveSamples;96
Reference;scale_assay;1;0;1;Update;Elements;335
Reference;scale_assay;1;0;1;Update;ActiveSamples;94
Reference;scale_assay;1;0;2;Update;Elements;335
Reference;scale_assay;1;0;2;Update;ActiveSamples;94
Reference;scale_assay;1;0;3;Update;Elements;335
Reference;scale_assay;1;0;3;Update;ActiveSamples;94
Reference;scale_assay;1;0;4;Update;Elements;332
Reference;scale_assay;1;0;4;Update;ActiveSamples;91
Reference;scale_assay;1;0;5;Update;Elements;332
Reference;scale_assay;1;0;5;Update;ActiveSamples;91
Reference;scale_assay;1;0;6;Update;Elements;332
Reference;scale_assay;1;0;6;Update;ActiveSamples;91
Reference;scale_assay;1;0;7;Update;Elements;332
Reference;scale_assay;1;0;7;Update;ActiveSamples;87
Reference;scale_assay;1;0;8;Update;Elements;332
Reference;scale_assay;1;0;8;Update;ActiveSamples;87
Reference;scale_assay;1;0;9;Update;Elements;332
Reference;scale_assay;1;0;9;Update;ActiveSamples;87
Reference;scale_assay;2;0;0;Initialization;Time;251033000
Reference;scale_assay;2;0;0;Initialization;Memory;37957632
Reference;scale_assay;2;0;0;Load;Time;18082300
Reference;scale_assay;2;0;0;Load;Memory;38612992
Reference;scale_assay;2;0;0;Initial;Time;38296300
Reference;scale_assay;2;0;0;Initial;Memory;40202240
Reference;scale_assay;2;0;1;Update;Time;8640900
Reference;scale_assay;2;0;1;Update;Memory;42217472
Reference;scale_assay;2;0;2;Update;Time;425100
Reference;scale_assay;2;0;2;Update;Memory;43307008
Reference;scale_assay;2;0;3;Update;Time;246900
Reference;scale_assay;2;0;3;Update;Memory;43307008
Reference;scale_assay;2;0;4;Update;Time;105500
Reference;scale_assay;2;0;4;Update;Memory;43307008
Reference;scale_assay;2;0;5;Update;Time;59400
Reference;scale_assay;2;0;5;Update;Memory;43307008
Reference;scale_assay;2;0;6;Update;Time;29100
Reference;scale_assay;2;0;6;Update;Memory;43307008
Reference;scale_assay;2;0;7;Update;Time;113800
Reference;scale_assay;2;0;7;Update;Memory;44150784
Reference;scale_assay;2;0;8;Update;Time;47700
Reference;scale_assay;2;0;8;Update;Memory;44335104
Reference;scale_assay;2;0;9;Update;Time;102600
Reference;scale_assay;2;0;9;Update;Memory;44335104
Reference;scale_assay;2;0;10;Update;Time;55300
Reference;scale_assay;2;0;10;Update;Memory;44335104
Reference;scale_assay;2;0;11;Update;Time;54300
Reference;scale_assay;2;0;11;Update;Memory;44335104
Reference;scale_assay;2;0;12;Update;Time;63000
Reference;scale_assay;2;0;12;Update;Memory;44335104
Reference;scale_assay;2;0;13;Update;Time;34000
Reference;scale_assay;2;0;13;Update;Memory;44335104
Reference;scale_assay;2;0;14;Update;Time;37300
Reference;scale_assay;2;0;14;Update;Memory;44335104
Reference;scale_assay;2;0;15;Update;Time;55600
Reference;scale_assay;2;0;15;Update;Memory;44339200
Reference;scale_assay;2;0;16;Update;Time;29900
Reference;scale_assay;2;0;16;Update;Memory;44339200
Reference;scale_assay;2;0;17;Update;Time;37800
Reference;scale_assay;2;0;17;Update;Memory;44339200
Reference;scale_assay;2;0;0;Initial;Elements;668
Reference;scale_assay;2;0;0;Initial;ActiveSamples;96
Reference;scale_assay;2;0;1;Update;Elements;658
Reference;scale_assay;2;0;1;Update;ActiveSamples;94
Reference;scale_assay;2;0;2;Update;Elements;658
Reference;scale_assay;2;0;2;Update;ActiveSamples;94
Reference;scale_assay;2;0;3;Update;Elements;658
Reference;scale_assay;2;0;3;Update;ActiveSamples;94
Reference;scale_assay;2;0;4;Update;Elements;646
Reference;scale_assay;2;0;4;Update;ActiveSamples;91
Reference;scale_assay;2;0;5;Update;Elements;646
Reference;scale_assay;2;0;5;Update;ActiveSamples;91
Reference;scale_assay;2;0;6;Update;Elements;646
Reference;scale_assay;2;0;6;Update;ActiveSamples;91
Reference;scale_assay;2;0;7;Update;Elements;640
Reference;scale_assay;2;0;7;Update;ActiveSamples;89
Reference;scale_assay;2;0;8;Update;Elements;640
Reference;scale_assay;2;0;8;Update;ActiveSamples;89
Reference;scale_assay;2;0;9;Update;Elements;626
Reference;scale_assay;2;0;9;Update;ActiveSamples;82
Reference;scale_assay;2;0;10;Update;Elements;626
Reference;scale_assay;2;0;10;Update;ActiveSamples;82
Reference;scale_assay;2;0;11;Update;Elements;626
Reference;scale_assay;2;0;11;Update;ActiveSamples;82
Reference;scale_assay;2;0;12;Update;Elements;624
Reference;scale_assay;2;0;12;Update;ActiveSamples;80
Reference;scale_assay;2;0;13;Update;Elements;624
Reference;scale_assay;2;0;13;Update;ActiveSamples;80
Reference;scale_assay;2;0;14;Update;Elements;624
Reference;scale_assay;2;0;14;Update;ActiveSamples;80
Reference;scale_assay;2;0;15;Update;Elements;624
Reference;scale_assay;2;0;15;Update;ActiveSamples;78
Reference;scale_assay;2;0;16;Update;Elements;624
Reference;scale_assay;2;0;16;Update;ActiveSamples;78
Reference;scale_assay;2;0;17;Update;Elements;624
Reference;scale_assay;2;0;17;Update;ActiveSamples;78
Reference;scale_assay;4;0;0;Initialization;Time;243258300
Reference;scale_assay;4;0;0;Initialization;Memory;38006784
Reference;scale_assay;4;0;0;Load;Time;16893900
Reference;scale_assay;4;0;0;Load;Memory;38658048
Reference;scale_assay;4;0;0;Initial;Time;42509200
Reference;scale_assay;4;0;0;Initial;Memory;42221568
Reference;scale_assay;4;0;1;Update;Time;7102900
Reference;scale_assay;4;0;1;Update;Memory;43380736
Reference;scale_assay;4;0;2;Update;Time;379700
Reference;scale_assay;4;0;2;Update;Memory;43388928
Reference;scale_assay;4;0;3;Update;Time;274300
Reference;scale_assay;4;0;3;Update;Memory;44773376
Reference;scale_assay;4;0;4;Update;Time;65300
Reference;scale_assay;4;0;4;Update;Memory;44773376
Reference;scale_assay;4;0;5;Update;Time;66900
Reference;scale_assay;4;0;5;Update;Memory;44773376
Reference;scale_assay;4;0;6;Update;Time;116000
Reference;scale_assay;4;0;6;Update;Memory;44777472
Reference;scale_assay;4;0;7;Update;Time;182300
Reference;scale_assay;4;0;7;Update;Memory;44777472
Reference;scale_assay;4;0;8;Update;Time;39500
Reference;scale_assay;4;0;8;Update;Memory;44781568
Reference;scale_assay;4;0;9;Update;Time;147200
Reference;scale_assay;4;0;9;Update;Memory;44781568
Reference;scale_assay;4;0;10;Update;Time;41400
Reference;scale_assay;4;0;10;Update;Memory;44781568
Reference;scale_assay;4;0;11;Update;Time;37800
Reference;scale_assay;4;0;11;Update;Memory;44781568
Reference;scale_assay;4;0;12;Update;Time;124100
Reference;scale_assay;4;0;12;Update;Memory;44781568
Reference;scale_assay;4;0;13;Update;Time;111900
Reference;scale_assay;4;0;13;Update;Memory;44781568
Reference;scale_assay;4;0;14;Update;Time;53100
Reference;scale_assay;4;0;14;Update;Memory;44781568
Reference;scale_assay;4;0;15;Update;Time;67900
Reference;scale_assay;4;0;15;Update;Memory;44781568
Reference;scale_assay;4;0;16;Update;Time;34200
Reference;scale_assay;4;0;16;Update;Memory;44781568
Reference;scale_assay;4;0;17;Update;Time;268000
Reference;scale_assay;4;0;17;Update;Memory;44830720
Reference;scale_assay;4;0;18;Update;Time;49300
Reference;scale_assay;4;0;18;Update;Memory;44830720
Reference;scale_assay;4;0;19;Update;Time;48500
Reference;scale_assay;4;0;19;Update;Memory;44830720
Reference;scale_assay;4;0;20;Update;Time;119100
Reference;scale_assay;4;0;20;Update;Memory;44830720
Reference;scale_assay;4;0;0;Initial;Elements;1326
Reference;scale_assay;4;0;0;Initial;ActiveSamples;96
Reference;scale_assay;4;0;1;Update;Elements;1227
Reference;scale_assay;4;0;1;Update;ActiveSamples;87
Reference;scale_assay;4;0;2;Update;Elements;1227
Reference;scale_assay;4;0;2;Update;ActiveSamples;87
Reference;scale_assay;4;0;3;Update;Elements;1227
Reference;scale_assay;4;0;3;Update;ActiveSamples;87
Reference;scale_assay;4;0;4;Update;Elements;1227
Reference;scale_assay;4;0;4;Update;ActiveSamples;87
Reference;scale_assay;4;0;5;Update;Elements;1227
Reference;scale_assay;4;0;5;Update;ActiveSamples;87
Reference;scale_assay;4;0;6;Update;Elements;1227
Reference;scale_assay;4;0;6;Update;ActiveSamples;87
Reference;scale_assay;4;0;7;Update;Elements;1209
Reference;scale_assay;4;0;7;Update;ActiveSamples;85
Reference;scale_assay;4;0;8;Update;Elements;1209
Reference;scale_assay;4;0;8;Update;ActiveSamples;85
Reference;scale_assay;4;0;9;Update;Elements;1177
Reference;scale_assay;4;0;9;Update;ActiveSamples;81
Reference;scale_assay;4;0;10;Update;Elements;1177
Reference;scale_assay;4;0;10;Update;ActiveSamples;81
Reference;scale_assay;4;0;11;Update;Elements;1177
Reference;scale_assay;4;0;11;Update;ActiveSamples;81
Reference;scale_assay;4;0;12;Update;Elements;1163
Reference;scale_assay;4;0;12;Update;ActiveSamples;79
Reference;scale_assay;4;0;13;Update;Elements;1163
Reference;scale_assay;4;0;13;Update;ActiveSamples;79
Reference;scale_assay;4;0;14;Update;Elements;1163
Reference;scale_assay;4;0;14;Update;ActiveSamples;79
Reference;scale_assay;4;0;15;Update;Elements;1163
Reference;scale_assay;4;0;15;Update;ActiveSamples;79
Reference;scale_assay;4;0;16;Update;Elements;1163
Reference;scale_assay;4;0;16;Update;ActiveSamples;79
Reference;scale_assay;4;0;17;Update;Elements;1153
Reference;scale_assay;4;0;17;Update;ActiveSamples;77
Reference;scale_assay;4;0;18;Update;Elements;1153
Reference;scale_assay;4;0;18;Update;ActiveSamples;77
Reference;scale_assay;4;0;19;Update;Elements;1153
Reference;scale_assay;4;0;19;Update;ActiveSamples;77
Reference;scale_assay;4;0;20;Update;Elements;1137
Reference;scale_assay;4;0;20;Update;ActiveSamples;73
Reference;scale_assay;8;0;0;Initialization;Time;238002000
Reference;scale_assay;8;0;0;Initialization;Memory;38010880
Reference;scale_assay;8;0;0;Load;Time;17836700
Reference;scale_assay;8;0;0;Load;Memory;38678528
Reference;scale_assay;8;0;0;Initial;Time;52340100
Reference;scale_assay;8;0;0;Initial;Memory;42594304
Reference;scale_assay;8;0;1;Update;Time;8669500
Reference;scale_assay;8;0;1;Update;Memory;44896256
Reference;scale_assay;8;0;2;Update;Time;658200
Reference;scale_assay;8;0;2;Update;Memory;46002176
Reference;scale_assay;8;0;3;Update;Time;311800
Reference;scale_assay;8;0;3;Update;Memory;46141440
Reference;scale_assay;8;0;4;Update;Time;209300
Reference;scale_assay;8;0;4;Update;Memory;46276608
Reference;scale_assay;8;0;5;Update;Time;100800
Reference;scale_assay;8;0;5;Update;Memory;46411776
Reference;scale_assay;8;0;6;Update;Time;96900
Reference;scale_assay;8;0;6;Update;Memory;43671552
Reference;scale_assay;8;0;7;Update;Time;315000
Reference;scale_assay;8;0;7;Update;Memory;43802624
Reference;scale_assay;8;0;8;Update;Time;64400
Reference;scale_assay;8;0;8;Update;Memory;44122112
Reference;scale_assay;8;0;9;Update;Time;188100
Reference;scale_assay;8;0;9;Update;Memory;44425216
Reference;scale_assay;8;0;10;Update;Time;78100
Reference;scale_assay;8;0;10;Update;Memory;44638208
Reference;scale_assay;8;0;11;Update;Time;63000
Reference;scale_assay;8;0;11;Update;Memory;46948352
Reference;scale_assay;8;0;12;Update;Time;224700
Reference;scale_assay;8;0;12;Update;Memory;45019136
Reference;scale_assay;8;0;13;Update;Time;154000
Reference;scale_assay;8;0;13;Update;Memory;45187072
Reference;scale_assay;8;0;14;Update;Time;89100
Reference;scale_assay;8;0;14;Update;Memory;45461504
Reference;scale_assay;8;0;15;Update;Time;267300
Reference;scale_assay;8;0;15;Update;Memory;45580288
Reference;scale_assay;8;0;16;Update;Time;116100
Reference;scale_assay;8;0;16;Update;Memory;45854720
Reference;scale_assay;8;0;17;Update;Time;216900
Reference;scale_assay;8;0;17;Update;Memory;45977600
Reference;scale_assay;8;0;18;Update;Time;80000
Reference;scale_assay;8;0;18;Update;Memory;46256128
Reference;scale_assay;8;0;19;Update;Time;77800
Reference;scale_assay;8;0;19;Update;Memory;46514176
Reference;scale_assay;8;0;20;Update;Time;209100
Reference;scale_assay;8;0;20;Update;Memory;46702592
Reference;scale_assay;8;0;0;Initial;Elements;2642
Reference;scale_assay;8;0;0;Initial;ActiveSamples;96
Reference;scale_assay;8;0;1;Update;Elements;2573
Reference;scale_assay;8;0;1;Update;ActiveSamples;93
Reference;scale_assay;8;0;2;Update;Elements;2573
Reference;scale_assay;8;0;2;Update;ActiveSamples;93
Reference;scale_assay;8;0;3;Update;Elements;2573
Reference;scale_assay;8;0;3;Update;ActiveSamples;93
Reference;scale_assay;8;0;4;Update;Elements;2529
Reference;scale_assay;8;0;4;Update;ActiveSamples;91
Reference;scale_assay;8;0;5;Update;Elements;2529
Reference;scale_assay;8;0;5;Update;ActiveSamples;91
Reference;scale_assay;8;0;6;Update;Elements;2529
Reference;scale_assay;8;0;6;Update;ActiveSamples;91
Reference;scale_assay;8;0;7;Update;Elements;2424
Reference;scale_assay;8;0;7;Update;ActiveSamples;86
Reference;scale_assay;8;0;8;Update;Elements;2424
Reference;scale_assay;8;0;8;Update;ActiveSamples;86
Reference;scale_assay;8;0;9;Update;Elements;2384
Reference;scale_assay;8;0;9;Update;ActiveSamples;84
Reference;scale_assay;8;0;10;Update;Elements;2384
Reference;scale_assay;8;0;10;Update;ActiveSamples;84
Reference;scale_assay;8;0;11;Update;Elements;2384
Reference;scale_assay;8;0;11;Update;ActiveSamples;84
Reference;scale_assay;8;0;12;Update;Elements;2327
Reference;scale_assay;8;0;12;Update;ActiveSamples;81
Reference;scale_assay;8;0;13;Update;Elements;2327
Reference;scale_assay;8;0;13;Update;ActiveSamples;81
Reference;scale_assay;8;0;14;Update;Elements;2327
Reference;scale_assay;8;0;14;Update;ActiveSamples;81
Reference;scale_assay;8;0;15;Update;Elements;2291
Reference;scale_assay;8;0;15;Update;ActiveSamples;79
Reference;scale_assay;8;0;16;Update;Elements;2291
Reference;scale_assay;8;0;16;Update;ActiveSamples;79
Reference;scale_assay;8;0;17;Update;Elements;2240
Reference;scale_assay;8;0;17;Update;ActiveSamples;76
Reference;scale_assay;8;0;18;Update;Elements;2240
Reference;scale_assay;8;0;18;Update;ActiveSamples;76
Reference;scale_assay;8;0;19;Update;Elements;2240
Reference;scale_assay;8;0;19;Update;ActiveSamples;76
Reference;scale_assay;8;0;20;Update;Elements;2192
Reference;scale_assay;8;0;20;Update;ActiveSamples;73
Reference;scale_assay;16;0;0;Initialization;Time;234122300
Reference;scale_assay;16;0;0;Initialization;Memory;38031360
Reference;scale_assay;16;0;0;Load;Time;18728700
Reference;scale_assay;16;0;0;Load;Memory;38703104
Reference;scale_assay;16;0;0;Initial;Time;70230900
Reference;scale_assay;16;0;0;Initial;Memory;44445696
Reference;scale_assay;16;0;1;Update;Time;7995600
Reference;scale_assay;16;0;1;Update;Memory;47845376
Reference;scale_assay;16;0;2;Update;Time;484400
Reference;scale_assay;16;0;2;Update;Memory;48369664
Reference;scale_assay;16;0;3;Update;Time;349700
Reference;scale_assay;16;0;3;Update;Memory;46403584
Reference;scale_assay;16;0;4;Update;Time;381300
Reference;scale_assay;16;0;4;Update;Memory;46739456
Reference;scale_assay;16;0;5;Update;Time;135200
Reference;scale_assay;16;0;5;Update;Memory;47099904
Reference;scale_assay;16;0;6;Update;Time;132100
Reference;scale_assay;16;0;6;Update;Memory;47693824
Reference;scale_assay;16;0;7;Update;Time;637200
Reference;scale_assay;16;0;7;Update;Memory;48394240
Reference;scale_assay;16;0;8;Update;Time;174200
Reference;scale_assay;16;0;8;Update;Memory;49078272
Reference;scale_assay;16;0;9;Update;Time;150300
Reference;scale_assay;16;0;9;Update;Memory;49590272
Reference;scale_assay;16;0;10;Update;Time;119800
Reference;scale_assay;16;0;10;Update;Memory;49586176
Reference;scale_assay;16;0;11;Update;Time;123400
Reference;scale_assay;16;0;11;Update;Memory;49700864
Reference;scale_assay;16;0;12;Update;Time;470300
Reference;scale_assay;16;0;12;Update;Memory;49836032
Reference;scale_assay;16;0;13;Update;Time;115000
Reference;scale_assay;16;0;13;Update;Memory;50135040
Reference;scale_assay;16;0;14;Update;Time;197300
Reference;scale_assay;16;0;14;Update;Memory;50835456
Reference;scale_assay;16;0;15;Update;Time;308400
Reference;scale_assay;16;0;15;Update;Memory;52404224
Reference;scale_assay;16;0;16;Update;Time;183100
Reference;scale_assay;16;0;16;Update;Memory;47513600
Reference;scale_assay;16;0;17;Update;Time;938000
Reference;scale_assay;16;0;17;Update;Memory;47902720
Reference;scale_assay;16;0;18;Update;Time;197300
Reference;scale_assay;16;0;18;Update;Memory;49885184
Reference;scale_assay;16;0;19;Update;Time;122500
Reference;scale_assay;16;0;19;Update;Memory;48726016
Reference;scale_assay;16;0;20;Update;Time;359700
Reference;scale_assay;16;0;20;Update;Memory;49168384
Reference;scale_assay;16;0;0;Initial;Elements;5274
Reference;scale_assay;16;0;0;Initial;ActiveSamples;96
Reference;scale_assay;16;0;1;Update;Elements;5039
Reference;scale_assay;16;0;1;Update;ActiveSamples;91
Reference;scale_assay;16;0;2;Update;Elements;5039
Reference;scale_assay;16;0;2;Update;ActiveSamples;91
Reference;scale_assay;16;0;3;Update;Elements;5039
Reference;scale_assay;16;0;3;Update;ActiveSamples;91
Reference;scale_assay;16;0;4;Update;Elements;4947
Reference;scale_assay;16;0;4;Update;ActiveSamples;89
Reference;scale_assay;16;0;5;Update;Elements;4947
Reference;scale_assay;16;0;5;Update;ActiveSamples;89
Reference;scale_assay;16;0;6;Update;Elements;4947
Reference;scale_assay;16;0;6;Update;ActiveSamples;89
Reference;scale_assay;16;0;7;Update;Elements;4857
Reference;scale_assay;16;0;7;Update;ActiveSamples;87
Reference;scale_assay;16;0;8;Update;Elements;4857
Reference;scale_assay;16;0;8;Update;ActiveSamples;87
Reference;scale_assay;16;0;9;Update;Elements;4857
Reference;scale_assay;16;0;9;Update;ActiveSamples;87
Reference;scale_assay;16;0;10;Update;Elements;4857
Reference;scale_assay;16;0;10;Update;ActiveSamples;87
Reference;scale_assay;16;0;11;Update;Elements;4857
Reference;scale_assay;16;0;11;Update;ActiveSamples;87
Reference;scale_assay;16;0;12;Update;Elements;4814
Reference;scale_assay;16;0;12;Update;ActiveSamples;86
Reference;scale_assay;16;0;13;Update;Elements;4814
Reference;scale_assay;16;0;13;Update;ActiveSamples;86
Reference;scale_assay;16;0;14;Update;Elements;4814
Reference;scale_assay;16;0;14;Update;ActiveSamples;86
Reference;scale_assay;16;0;15;Update;Elements;4730
Reference;scale_assay;16;0;15;Update;ActiveSamples;84
Reference;scale_assay;16;0;16;Update;Elements;4730
Reference;scale_assay;16;0;16;Update;ActiveSamples;84
Reference;scale_assay;16;0;17;Update;Elements;4320
Reference;scale_assay;16;0;17;Update;ActiveSamples;74
Reference;scale_assay;16;0;18;Update;Elements;4320
Reference;scale_assay;16;0;18;Update;ActiveSamples;74
Reference;scale_assay;16;0;19;Update;Elements;4320
Reference;scale_assay;16;0;19;Update;ActiveSamples;74
Reference;scale_assay;16;0;20;Update;Elements;4200
Reference;scale_assay;16;0;20;Update;ActiveSamples;71
Reference;scale_assay;32;0;0;Initialization;Time;245287100
Reference;scale_assay;32;0;0;Initialization;Memory;38002688
Reference;scale_assay;32;0;0;Load;Time;21951000
Reference;scale_assay;32;0;0;Load;Memory;39337984
Reference;scale_assay;32;0;0;Initial;Time;97262300
Reference;scale_assay;32;0;0;Initial;Memory;48324608
Reference;scale_assay;32;0;1;Update;Time;8368200
Reference;scale_assay;32;0;1;Update;Memory;52523008
Reference;scale_assay;32;0;2;Update;Time;711800
Reference;scale_assay;32;0;2;Update;Memory;51363840
Reference;scale_assay;32;0;3;Update;Time;471700
Reference;scale_assay;32;0;3;Update;Memory;52928512
Reference;scale_assay;32;0;4;Update;Time;669400
Reference;scale_assay;32;0;4;Update;Memory;56377344
Reference;scale_assay;32;0;5;Update;Time;204200
Reference;scale_assay;32;0;5;Update;Memory;55787520
Reference;scale_assay;32;0;6;Update;Time;356700
Reference;scale_assay;32;0;6;Update;Memory;57966592
Reference;scale_assay;32;0;7;Update;Time;848000
Reference;scale_assay;32;0;7;Update;Memory;56860672
Reference;scale_assay;32;0;8;Update;Time;229000
Reference;scale_assay;32;0;8;Update;Memory;58658816
Reference;scale_assay;32;0;9;Update;Time;689500
Reference;scale_assay;32;0;9;Update;Memory;58445824
Reference;scale_assay;32;0;10;Update;Time;184600
Reference;scale_assay;32;0;10;Update;Memory;59809792
Reference;scale_assay;32;0;11;Update;Time;197100
Reference;scale_assay;32;0;11;Update;Memory;60420096
Reference;scale_assay;32;0;12;Update;Time;763800
Reference;scale_assay;32;0;12;Update;Memory;58413056
Reference;scale_assay;32;0;13;Update;Time;195600
Reference;scale_assay;32;0;13;Update;Memory;60166144
Reference;scale_assay;32;0;14;Update;Time;191300
Reference;scale_assay;32;0;14;Update;Memory;59539456
Reference;scale_assay;32;0;15;Update;Time;535100
Reference;scale_assay;32;0;15;Update;Memory;61911040
Reference;scale_assay;32;0;16;Update;Time;2391200
Reference;scale_assay;32;0;16;Update;Memory;59625472
Reference;scale_assay;32;0;17;Update;Time;2063900
Reference;scale_assay;32;0;17;Update;Memory;60059648
Reference;scale_assay;32;0;18;Update;Time;243800
Reference;scale_assay;32;0;18;Update;Memory;60686336
Reference;scale_assay;32;0;19;Update;Time;102200
Reference;scale_assay;32;0;19;Update;Memory;60051456
Reference;scale_assay;32;0;20;Update;Time;368200
Reference;scale_assay;32;0;20;Update;Memory;59469824
Reference;scale_assay;32;0;0;Initial;Elements;10538
Reference;scale_assay;32;0;0;Initial;ActiveSamples;96
Reference;scale_assay;32;0;1;Update;Elements;10253
Reference;scale_assay;32;0;1;Update;ActiveSamples;93
Reference;scale_assay;32;0;2;Update;Elements;10253
Reference;scale_assay;32;0;2;Update;ActiveSamples;93
Reference;scale_assay;32;0;3;Update;Elements;10253
Reference;scale_assay;32;0;3;Update;ActiveSamples;93
